id,industry,location,funding_rounds,total_funding_inr,team_size,competitor_density,founder_experience_years,has_patent,success
4225,Retail,Himachal Pradesh - Bilaspur,3,191109831.16007203,18,3,19,0,1
4226,FinTech,Nagaland - Zunheboto,3,146228360.07936785,23,4,23,0,1
4227,SaaS,Manipur - Thoubal,4,277531580.270397,57,16,16,0,1
4228,PropTech,Uttar Pradesh - Deoria,1,76208431.12300216,23,11,18,0,1
4229,Automotive,Bihar - East Champaran (Motihari),3,208808533.9932644,37,23,9,1,0
4230,Retail,Tamil Nadu - Erode,2,145677870.5881377,9,23,14,1,0
4231,PropTech,Meghalaya - South Garo Hills,4,101371523.60647085,48,15,5,0,0
4232,Travel & Tourism,Meghalaya - West Jaintia Hills,5,216568364.77698344,9,9,12,0,1
4233,D2C Brands,Punjab - Barnala,3,193940777.21872142,15,8,2,0,0
4234,CleanEnergy,Daman and Diu (UT) - Daman,3,133354467.1846906,39,22,7,0,0
4235,Travel & Tourism,Uttar Pradesh - Fatehpur,1,53137965.19796711,25,6,6,0,0
4236,CleanEnergy,Jharkhand - Lohardaga,4,296853397.88811815,23,21,4,1,1
4237,Retail,Tamil Nadu - Ramanathapuram,1,27150811.230071977,16,18,17,0,0
4238,EdTech,Jharkhand - Pakur,1,45455449.63904297,21,6,20,0,0
4239,Travel & Tourism,Uttar Pradesh - Bulandshahr,4,189061655.45843956,28,6,15,1,1
4240,E-commerce,West Bengal - Purulia,2,63930564.46327189,29,12,8,1,1
4241,CleanEnergy,Punjab - Nawanshahr (Shahid Bhagat Singh Nagar),3,97861415.32420892,23,5,10,0,0
4242,Travel & Tourism,Tripura - West Tripura,1,62677921.69678573,32,14,20,0,1
4243,CleanEnergy,Punjab - Amritsar,3,224140809.4233882,10,6,18,0,1
4244,D2C Brands,Assam - Goalpara,4,210120375.95612708,57,21,13,1,0
4245,FinTech,Nagaland - Mokokchung,2,83191588.15168338,24,20,6,1,0
4246,Travel & Tourism,Telangana - Kamareddy,5,306384801.7298079,6,19,11,0,1
4247,Travel & Tourism,Uttar Pradesh - Chitrakoot,2,159671378.7760481,46,14,18,0,1
4248,AgriTech,Telangana - Jangaon,4,44720484.82160351,40,1,7,0,0
4249,E-commerce,Andhra Pradesh - Guntur,2,107737420.00754377,18,20,20,0,1
4250,Automotive,Andhra Pradesh - Anantapur,5,233540531.92669058,41,23,4,0,0
4251,D2C Brands,Karnataka - Uttara Kannada (Karwar),1,50768493.35171774,6,7,5,1,0
4252,AgriTech,Chhattisgarh - Balrampur,2,13422956.26531059,56,7,10,0,1
4253,PropTech,Telangana - Adilabad,4,306702158.05424,8,14,21,0,0
4254,Web3,Odisha - Ganjam,2,22809864.937108435,9,20,2,0,0
4255,FinTech,Karnataka - Bengaluru (Bangalore) Rural,5,140302626.743707,8,16,10,1,1
4256,PropTech,Delhi (NCT) - East Delhi,4,109489315.33983298,23,12,22,0,1
4257,Web3,Mizoram - Lawngtlai,2,119967025.04005149,45,23,24,0,1
4258,Entertainment,Assam - Dhubri,4,221281106.49794722,39,11,11,0,1
4259,Logistics,Rajasthan - Barmer,5,48146995.67776088,54,18,0,0,0
4260,Entertainment,Jharkhand - West Singhbhum,1,16228163.4553978,22,12,3,0,0
4261,Web3,Uttar Pradesh - Auraiya,5,144544292.57931477,5,24,19,0,1
4262,CleanEnergy,Gujarat - Anand,1,57807797.92905466,33,10,0,0,0
4263,Manufacturing,Himachal Pradesh - Shimla,3,224077914.44578788,56,24,5,0,0
4264,Entertainment,Jammu and Kashmir - Reasi,5,143302844.80929404,30,5,1,0,0
4265,Entertainment,Uttarakhand - Rudraprayag,1,44418053.257800415,31,24,12,0,1
4266,SaaS,Madhya Pradesh - Shivpuri,3,98837359.23940082,4,2,15,0,1
4267,Web3,Madhya Pradesh - Ashoknagar,3,144905354.47573388,6,10,10,0,1
4268,Retail,Jammu and Kashmir - Ganderbal,3,156294270.8528561,20,24,13,0,0
4269,Automotive,Himachal Pradesh - Kullu,4,175488456.2642481,9,16,5,1,1
4270,E-commerce,Maharashtra - Sangli,5,170883395.41397646,38,6,15,0,1
4271,AgriTech,Telangana - Karimnagar,5,354918611.3795713,32,6,16,1,1
4272,D2C Brands,Punjab - Fazilka,5,325719103.6960422,28,20,9,1,1
4273,Manufacturing,Telangana - Vikarabad,5,399402089.429552,14,24,20,1,0
4274,Gaming,Odisha - Kalahandi,4,143807863.08562785,43,23,21,1,1
4275,Fashion,Uttar Pradesh - Unnao,5,39528809.478182636,7,12,12,0,1
4276,Entertainment,Uttarakhand - Tehri Garhwal,1,53852794.65086181,2,9,12,0,0
4277,PropTech,Odisha - Balasore,3,191271042.50790873,31,17,1,1,1
4278,SaaS,Manipur - Noney,4,301035287.98173016,12,10,0,0,1
4279,Gaming,Odisha - Rayagada,4,23109190.15899377,53,8,22,0,1
4280,AI/ML,Jharkhand - Palamu,5,354843254.0630621,42,24,0,0,0
4281,Logistics,Gujarat - Ahmedabad,3,131266066.4820875,32,9,6,0,0
4282,Automotive,Chhattisgarh - Narayanpur,1,33111337.534495402,17,7,12,1,1
4283,Gaming,Maharashtra - Parbhani,3,64935810.5067333,16,10,16,1,0
4284,Healthcare,Puducherry (UT) - Karaikal,2,132118579.30193898,6,24,8,0,0
4285,Automotive,Maharashtra - Satara,3,96841582.51289836,16,1,12,1,1
4286,DeepTech,Maharashtra - Washim,1,50341770.226887554,2,19,15,0,1
4287,Travel & Tourism,Karnataka - Davangere,1,43375003.77862929,16,22,4,1,0
4288,Retail,Delhi (NCT) - New Delhi,1,24736603.095689446,37,11,21,0,0
4289,Fashion,Bihar - Supaul,4,256334731.7566886,49,23,6,1,0
4290,SaaS,Jharkhand - Dhanbad,4,109452145.99381879,55,20,0,1,0
4291,Retail,Chhattisgarh - Gariyaband,2,128097324.57556772,40,10,7,1,0
4292,Retail,Himachal Pradesh - Sirmaur (Sirmour),3,107146754.82293482,56,2,5,1,0
4293,Automotive,Punjab - Amritsar,5,36281974.8269309,9,14,11,0,0
4294,DeepTech,Rajasthan - Nagaur,2,125114104.98799556,54,12,1,0,0
4295,Food & Beverage,Uttar Pradesh - Sambhal (Bhim Nagar),5,362227863.64434564,23,4,0,1,0
4296,E-commerce,Jammu and Kashmir - Kargil,5,69920221.02687223,28,22,14,0,1
4297,Entertainment,Karnataka - Chikballapur,2,97785233.31288442,35,13,16,1,0
4298,E-commerce,Dadra and Nagar Haveli (UT) - Dadra & Nagar Haveli,3,31145449.799621426,31,20,19,0,0
4299,Manufacturing,Chhattisgarh - Dantewada (South Bastar),5,336207828.6091132,13,10,2,0,0
4300,Gaming,Nagaland - Kohima,4,316387690.50558573,59,2,5,0,0
4301,Healthcare,Uttar Pradesh - Bijnor,4,168497740.54596093,3,17,15,0,0
4302,DeepTech,Uttar Pradesh - Etawah,2,57009660.35379208,47,10,9,0,1
4303,AgriTech,Madhya Pradesh - Ujjain,5,342155980.6595341,52,23,12,0,1
4304,AgriTech,Jammu and Kashmir - Rajouri,2,88116868.0472209,53,16,7,0,0
4305,AgriTech,Odisha - Dhenkanal,4,154707713.15080678,39,9,16,0,1
4306,SaaS,Maharashtra - Chandrapur,2,44171138.00166902,23,19,6,1,1
4307,Travel & Tourism,Telangana - Warangal (Urban),5,256006678.84979698,52,11,23,0,0
4308,Web3,Tripura - South Tripura,5,252369089.91258475,18,6,4,0,0
4309,SaaS,Himachal Pradesh - Hamirpur,4,98850323.25383717,36,4,7,0,0
4310,Automotive,Rajasthan - Hanumangarh,1,20855757.599525973,53,16,0,1,0
4311,PropTech,Odisha - Khordha,1,37892446.29116693,58,12,1,0,1
4312,Healthcare,Nagaland - Mokokchung,3,116433622.75760514,43,24,3,0,0
4313,Gaming,Madhya Pradesh - Balaghat,4,58523356.19483737,57,24,0,1,0
4314,Web3,Bihar - Patna,3,77113197.44022924,46,16,20,0,1
4315,EdTech,Manipur - Imphal West,4,68105637.23413315,53,23,9,1,1
4316,PropTech,Gujarat - Chhota Udepur,5,363041993.023436,24,22,2,1,0
4317,Retail,Bihar - Sheikhpura,4,42301400.15214653,30,3,1,1,0
4318,CleanEnergy,Jammu and Kashmir - Kathua,2,141813818.32238644,30,12,6,1,0
4319,DeepTech,Nagaland - Kohima,3,133773939.79634285,58,15,1,0,1
4320,Travel & Tourism,West Bengal - Purulia,4,219596417.3297914,51,20,24,0,1
4321,E-commerce,Telangana - Komaram Bheem Asifabad,3,222731184.02027124,20,12,5,0,0
4322,EdTech,Maharashtra - Wardha,4,129615980.57222298,18,9,7,0,0
4323,Entertainment,Tamil Nadu - Tiruvarur,1,57696378.01000991,9,10,2,0,0
4324,Logistics,Assam - South Salmara-Mankachar,3,166131797.99433076,51,23,20,0,1
4325,CleanEnergy,Tamil Nadu - Ramanathapuram,5,395630109.5416233,8,8,18,0,1
4326,Web3,Karnataka - Kalaburagi (Gulbarga),5,42268113.181800306,56,13,8,0,0
4327,AI/ML,West Bengal - Howrah,4,156630813.95914057,12,22,0,0,0
4328,Travel & Tourism,Uttar Pradesh - Kanpur Nagar,5,396083140.8468996,4,15,7,0,1
4329,PropTech,Rajasthan - Dungarpur,5,147953293.8911316,3,17,5,0,0
4330,E-commerce,Jharkhand - Gumla,3,232274397.7314553,20,12,22,1,1
4331,D2C Brands,Maharashtra - Ahmednagar,4,265015697.14105156,29,16,1,1,0
4332,Healthcare,Uttarakhand - Dehradun,3,91347732.9753708,57,11,22,1,1
4333,Food & Beverage,Bihar - Saran,4,28731756.780764665,29,19,13,0,0
4334,EdTech,Karnataka - Bidar,5,130129175.87704016,26,13,0,0,0
4335,D2C Brands,Assam - Nalbari,4,57116277.974659406,12,3,6,0,0
4336,Food & Beverage,Punjab - Pathankot,4,148537407.32154274,41,4,10,1,1
4337,Logistics,Lakshadweep (UT) - Amini,2,150928354.48795894,44,24,15,0,0
4338,Food & Beverage,Punjab - Jalandhar,4,173785218.08345354,3,15,23,1,1
4339,Retail,Manipur - Kamjong,2,77126225.49411567,13,14,1,0,0
4340,AgriTech,Delhi (NCT) - North Delhi,3,63545437.073530495,42,11,17,0,1
4341,PropTech,Madhya Pradesh - Chhindwara,2,103215435.94482403,39,13,18,0,0
4342,Gaming,Odisha - Kalahandi,3,117459096.97030503,13,20,9,1,0
4343,Gaming,West Bengal - Alipurduar,4,251814856.9305035,51,18,3,0,0
4344,Gaming,Uttar Pradesh - Ballia,3,131127444.59263377,26,13,23,0,1
4345,Retail,Gujarat - Gir Somnath,5,357466046.59758896,38,21,2,0,0
4346,SaaS,Assam - Nalbari,4,254904297.2140308,32,19,12,1,0
4347,Logistics,Arunachal Pradesh - Namsai,2,31759795.321012944,55,4,5,0,0
4348,Food & Beverage,Madhya Pradesh - Dindori,1,15200118.941235162,18,12,9,0,0
4349,Logistics,Bihar - Darbhanga,4,27305294.663921393,49,3,7,0,0
4350,AgriTech,Madhya Pradesh - Agar Malwa,5,163378750.12370127,13,16,9,0,1
4351,Automotive,Manipur - Tengnoupal,3,27289214.388735685,31,1,1,0,0
4352,PropTech,Haryana - Jhajjar,2,77492737.95663442,3,4,19,0,1
4353,Travel & Tourism,Punjab - Fazilka,2,46203088.55493142,17,9,14,1,0
4354,SaaS,Lakshadweep (UT) - Kilthan,5,211839350.82075205,2,23,0,0,0
4355,Fashion,Kerala - Kannur,5,84363400.46526715,53,13,10,0,0
4356,Logistics,Punjab - Patiala,4,184757057.2439992,35,22,23,0,1
4357,Entertainment,Gujarat - Sabarkantha (Himmatnagar),1,77482513.30127697,46,10,0,0,0
4358,Fashion,West Bengal - Purba Medinipur (East Medinipur),1,52792414.58544303,49,9,24,1,1
4359,Travel & Tourism,Himachal Pradesh - Solan,3,141987651.137928,2,20,21,0,0
4360,AI/ML,Uttar Pradesh - Farrukhabad,2,128206904.08692192,52,6,15,0,0
4361,Automotive,Telangana - Rangareddy,4,21670143.555288572,37,19,11,0,0
4362,E-commerce,Uttar Pradesh - Shamali (Prabuddh Nagar),2,52369465.72663878,53,3,11,1,0
4363,AI/ML,Madhya Pradesh - Dhar,4,316093371.5878107,4,10,18,0,0
4364,E-commerce,Chhattisgarh - Raigarh,5,318482150.9048022,35,10,12,0,1
4365,FinTech,Karnataka - Chamarajanagar,3,35310125.14868121,13,24,7,0,0
4366,Retail,Tamil Nadu - Kanyakumari,5,147422495.88762176,57,21,1,0,1
4367,D2C Brands,Rajasthan - Sirohi,2,75979630.06604981,59,24,18,1,1
4368,Manufacturing,Madhya Pradesh - Umaria,3,225281392.03613967,46,2,13,0,0
4369,Retail,Uttarakhand - Haridwar,4,195856119.37889835,28,13,22,0,0
4370,Healthcare,Madhya Pradesh - Neemuch,4,43167684.93382125,51,7,0,1,1
4371,CleanEnergy,Delhi (NCT) - North West  Delhi,3,129541483.41332053,38,13,24,0,1
4372,Food & Beverage,Delhi (NCT) - South East Delhi,5,133520176.18201889,56,14,8,0,0
4373,CleanEnergy,Jharkhand - Garhwa,3,91207819.86139297,26,18,18,0,0
4374,D2C Brands,Nagaland - Longleng,5,67850977.11235501,13,14,13,0,0
4375,Automotive,West Bengal - Bankura,3,118220036.29837127,52,23,3,0,0
4376,Automotive,Karnataka - Uttara Kannada (Karwar),5,276056799.99150175,34,13,1,0,0
4377,Healthcare,Uttar Pradesh - Sambhal (Bhim Nagar),1,61966313.71179432,10,19,9,0,0
4378,AI/ML,Chhattisgarh - Bijapur,3,171462049.45799488,2,8,14,0,0
4379,DeepTech,Himachal Pradesh - Sirmaur (Sirmour),5,272692518.7321641,57,4,0,0,0
4380,EdTech,Uttar Pradesh - Etah,2,140382558.14197642,51,9,10,0,1
4381,DeepTech,Haryana - Rewari,2,59855665.49306546,24,12,15,0,1
4382,Logistics,Manipur - Chandel,3,63283652.3300147,29,20,12,0,0
4383,FinTech,Meghalaya - East Jaintia Hills,3,35123639.7950791,4,2,7,0,0
4384,Gaming,Andhra Pradesh - Nellore,4,69711888.86034876,39,4,8,1,1
4385,FinTech,Rajasthan - Jhunjhunu,5,81021869.90902358,55,21,14,1,1
4386,EdTech,Telangana - Nalgonda,3,220311820.52275932,37,24,24,1,1
4387,AI/ML,Karnataka - Ramanagara,2,37077539.50709863,57,19,4,1,1
4388,D2C Brands,Uttar Pradesh - Kanshiram Nagar (Kasganj),2,24091663.826019272,45,9,20,0,0
4389,E-commerce,Maharashtra - Nashik,2,70037848.30001847,45,9,20,0,0
4390,Automotive,Manipur - Tamenglong,5,88604035.13131662,6,11,21,0,1
4391,EdTech,West Bengal - Kolkata,1,14792608.64932459,56,10,19,0,0
4392,Manufacturing,Gujarat - Ahmedabad,3,96542026.58392683,30,3,17,0,0
4393,Fashion,Meghalaya - West Garo Hills,1,73953790.24047655,54,8,1,0,1
4394,PropTech,Kerala - Alappuzha,5,36412711.609984525,14,22,21,0,0
4395,AI/ML,Madhya Pradesh - Guna,3,61736287.36121323,45,11,4,1,1
4396,Manufacturing,Karnataka - Chitradurga,4,267268103.89145926,5,6,19,0,1
4397,Gaming,Assam - Dhemaji,3,70178016.0894027,7,18,15,0,0
4398,CleanEnergy,Odisha - Khordha,3,114245643.29928699,52,8,15,0,1
4399,Gaming,Madhya Pradesh - Anuppur,3,37172000.09291542,39,23,21,0,1
4400,Retail,Punjab - Hoshiarpur,3,193914203.67624062,7,2,3,1,1
4401,AI/ML,Rajasthan - Karauli,3,180703731.1872086,12,20,19,0,0
4402,Fashion,Gujarat - Navsari,5,73023880.31602612,28,5,21,0,1
4403,SaaS,Uttar Pradesh - Deoria,3,228291575.5730098,55,10,10,0,1
4404,Gaming,Madhya Pradesh - Balaghat,5,246483722.00989717,47,18,19,0,1
4405,AgriTech,Assam - Dhubri,3,194585507.86576915,36,12,15,1,1
4406,FinTech,Rajasthan - Rajsamand,3,186854839.52181223,41,23,24,0,1
4407,AI/ML,Uttar Pradesh - Amethi (Chatrapati Sahuji Mahraj Nagar),5,219652359.7923449,5,21,22,0,1
4408,PropTech,Odisha - Bhadrak,3,183185614.9733377,28,2,11,0,1
4409,DeepTech,Bihar - Katihar,2,45669649.795483865,17,10,5,1,0
4410,Logistics,Tamil Nadu - Ariyalur,3,19784384.00736842,19,12,15,1,1
4411,AgriTech,Madhya Pradesh - Barwani,4,122622822.46173419,8,19,18,1,0
4412,Food & Beverage,Jammu and Kashmir - Reasi,5,82188522.46023555,12,5,10,0,1
4413,E-commerce,Sikkim - North Sikkim,3,235743156.04352045,9,10,11,1,1
4414,Retail,Jharkhand - Koderma,3,222815656.3488292,53,1,3,0,0
4415,E-commerce,Nagaland - Zunheboto,5,79051652.77925205,7,7,12,0,1
4416,Automotive,Jharkhand - Bokaro,1,30799244.914370824,57,1,1,0,0
4417,PropTech,Punjab - Ferozepur,2,86397515.5983253,49,22,18,1,1
4418,Retail,Odisha - Kalahandi,2,69809347.31614977,6,22,10,0,0
4419,Travel & Tourism,Lakshadweep (UT) - Kalpeni,3,172504204.46119553,58,17,0,1,0
4420,E-commerce,Gujarat - Porbandar,5,213819413.9958827,7,12,8,1,1
4421,DeepTech,West Bengal - Cooch Behar,4,189578962.9305465,39,7,9,0,1
4422,AgriTech,Gujarat - Tapi (Vyara),3,167468907.82711947,3,8,2,0,0
4423,D2C Brands,Maharashtra - Mumbai Suburban,2,13550146.31642162,32,3,7,1,0
4424,Entertainment,Kerala - Idukki,3,17795754.382319584,40,15,15,0,1
4425,AgriTech,Himachal Pradesh - Solan,5,91796456.5832042,33,12,3,0,0
4426,PropTech,West Bengal - Murshidabad,4,235491515.04452106,10,17,10,0,0
4427,D2C Brands,Bihar - Buxar,1,23031604.81905232,16,2,7,0,0
4428,E-commerce,Madhya Pradesh - Mandla,4,296053038.72681475,22,17,6,0,0
4429,AI/ML,West Bengal - Malda,3,32661880.446191523,47,4,19,1,1
4430,Manufacturing,Delhi (NCT) - North West  Delhi,2,96986313.67185315,54,7,14,0,0
4431,Fashion,West Bengal - Paschim Medinipur (West Medinipur),5,34580170.987083554,29,15,22,0,1
4432,Travel & Tourism,Haryana - Panipat,3,233713177.18453878,46,21,7,0,0
4433,Healthcare,Gujarat - Narmada (Rajpipla),1,21025237.238786217,28,16,9,0,0
4434,Automotive,Manipur - Churachandpur,5,245363952.87136987,6,6,18,0,1
4435,AgriTech,Jammu and Kashmir - Kupwara,5,382395780.6438658,18,5,4,0,0
4436,E-commerce,Manipur - Kamjong,5,36386913.244192466,38,16,2,0,0
4437,E-commerce,Uttar Pradesh - Sambhal (Bhim Nagar),3,130365294.31400472,59,1,6,0,0
4438,PropTech,Assam - Sivasagar,1,44503496.524636656,25,15,5,1,0
4439,EdTech,Madhya Pradesh - Chhatarpur,3,94084154.07144901,32,20,16,0,1
4440,D2C Brands,West Bengal - Nadia,5,270457268.60936373,36,5,9,1,1
4441,Food & Beverage,Chhattisgarh - Surguja,5,228448738.3491767,42,13,20,1,1
4442,Entertainment,Telangana - Khammam,2,47371196.35426177,42,14,19,1,1
4443,Healthcare,Telangana - Medchal,4,231592883.2405302,55,2,14,0,1
4444,Entertainment,Haryana - Hisar,3,119888488.2625506,5,2,1,0,0
4445,AgriTech,Madhya Pradesh - Sehore,1,40273289.417636245,21,19,0,0,0
4446,SaaS,Bihar - Banka,5,381970120.73054826,44,19,11,0,0
4447,Food & Beverage,Karnataka - Bagalkot,3,135382261.6462432,18,12,12,1,1
4448,AgriTech,Kerala - Wayanad,4,255397174.88367423,47,23,11,0,0
4449,DeepTech,Tamil Nadu - Perambalur,3,210162060.17419276,11,17,11,0,1
4450,PropTech,Jammu and Kashmir - Kargil,4,194218937.7385142,38,2,6,1,0
4451,Entertainment,Madhya Pradesh - Chhindwara,3,191934198.1374462,22,11,6,0,1
4452,AgriTech,Telangana - Mancherial,2,56431384.985018685,22,17,5,0,0
4453,Manufacturing,Bihar - Bhojpur,3,55933357.40438754,50,14,12,1,0
4454,SaaS,Rajasthan - Bharatpur,2,114330835.6714548,17,9,20,0,1
4455,EdTech,Delhi (NCT) - North West  Delhi,4,297857812.9326247,34,19,8,0,0
4456,EdTech,Telangana - Komaram Bheem Asifabad,5,40936304.94229545,11,19,15,0,0
4457,Entertainment,Bihar - Siwan,5,311146628.6406023,45,1,1,0,0
4458,D2C Brands,Tripura - Dhalai,3,21389734.966191698,19,5,10,0,0
4459,Logistics,Telangana - Jogulamba Gadwal,1,39395175.19146915,34,19,2,0,0
4460,Fashion,Assam - Tinsukia,3,167367678.65721622,30,2,8,0,1
4461,Healthcare,Haryana - Karnal,2,70795658.15104026,32,14,11,0,1
4462,Travel & Tourism,Assam - Sivasagar,2,55142594.07402576,25,19,1,0,0
4463,Food & Beverage,Rajasthan - Rajsamand,4,76050941.03069375,13,24,18,0,1
4464,DeepTech,Jharkhand - Deoghar,3,235021130.61209458,21,8,5,1,1
4465,AI/ML,West Bengal - Murshidabad,4,191094814.7960405,7,17,22,1,0
4466,Manufacturing,Manipur - Kakching,1,14588338.53012005,9,2,17,0,1
4467,AgriTech,Kerala - Kozhikode,5,43056293.268553704,15,17,12,0,1
4468,AgriTech,Haryana - Mahendragarh,5,116271543.3427108,6,8,13,1,0
4469,Fashion,Odisha - Bhadrak,3,136190648.0253892,55,14,7,0,1
4470,Fashion,Tamil Nadu - Virudhunagar,4,245597259.16974998,37,17,8,0,0
4471,AgriTech,Uttarakhand - Haridwar,4,314287909.1311269,55,6,12,1,1
4472,D2C Brands,Uttar Pradesh - Ballia,1,67546003.31854495,49,11,16,0,1
4473,Logistics,Kerala - Malappuram,4,203590538.76537144,39,8,5,0,0
4474,EdTech,Odisha - Cuttack,2,109971608.5792866,4,13,19,0,1
4475,Web3,Haryana - Sirsa,2,88310465.40680031,37,8,9,1,1
4476,Web3,Uttar Pradesh - Lakhimpur - Kheri,2,75186075.36236867,23,7,10,0,1
4477,Food & Beverage,Kerala - Palakkad,3,191563099.04413548,9,24,9,0,0
4478,Entertainment,Uttarakhand - Tehri Garhwal,2,36603537.835797936,15,24,20,0,1
4479,FinTech,Madhya Pradesh - Hoshangabad,2,60089985.41841113,8,3,5,0,0
4480,CleanEnergy,Arunachal Pradesh - Changlang,5,392006229.3322861,5,2,5,0,1
4481,Healthcare,Bihar - Saran,3,143639337.27173305,20,12,14,0,0
4482,FinTech,Haryana - Jind,2,84776492.93643773,44,4,6,1,0
4483,Automotive,Sikkim - South Sikkim,1,68809176.76333441,48,5,24,1,1
4484,Gaming,Assam - Hailakandi,2,124302982.42754428,25,16,11,0,0
4485,Logistics,Jharkhand - Jamtara,3,88359400.9605134,17,2,19,0,0
4486,Fashion,Jammu and Kashmir - Kishtwar,4,207788489.25973192,7,24,8,0,0
4487,Automotive,Karnataka - Chitradurga,5,94521741.07146472,45,24,0,0,0
4488,Travel & Tourism,Uttar Pradesh - Jalaun,5,44866565.9348064,9,13,24,0,0
4489,Manufacturing,Punjab - Barnala,3,237715854.2073365,26,4,23,1,1
4490,Manufacturing,Madhya Pradesh - Chhindwara,2,120581815.32447243,33,5,15,0,1
4491,Fashion,Gujarat - Tapi (Vyara),1,74807401.32832904,26,12,17,1,0
4492,DeepTech,Uttar Pradesh - Jalaun,2,134783061.51541477,11,15,22,0,1
4493,Fashion,Arunachal Pradesh - East Siang,2,74211161.42322662,44,5,6,0,0
4494,PropTech,Tripura - Dhalai,1,69608073.85213563,42,5,17,0,1
4495,FinTech,Maharashtra - Amravati,5,320012279.33481175,59,16,7,0,0
4496,AgriTech,Jharkhand - Garhwa,2,48738242.115339875,18,9,21,0,0
4497,Automotive,Gujarat - Dangs (Ahwa),4,206902594.510091,47,15,14,0,0
4498,Logistics,Maharashtra - Bhandara,4,111505258.96631727,4,4,5,0,1
4499,Gaming,Karnataka - Raichur,3,67657993.33834118,10,17,20,0,1
4500,DeepTech,Rajasthan - Jaipur,3,33390036.209331807,53,24,11,0,1
4501,AI/ML,Odisha - Angul,1,45737052.123340726,59,1,14,0,1
4502,E-commerce,Uttar Pradesh - Sitapur,1,34431985.27950822,19,16,23,0,0
4503,Retail,Uttar Pradesh - Chandauli,3,34810191.63017854,50,23,14,0,0
4504,Retail,Uttarakhand - Pithoragarh,2,117753347.11001621,31,20,9,0,1
4505,SaaS,Telangana - Jogulamba Gadwal,5,296147793.6283369,6,17,8,0,1
4506,EdTech,Daman and Diu (UT) - Diu,4,90593625.18299732,53,4,13,0,0
4507,Travel & Tourism,Bihar - Saharsa,1,76693033.10375413,33,23,20,1,1
4508,AI/ML,Chhattisgarh - Jashpur,3,190019273.72864702,54,13,13,1,1
4509,SaaS,Maharashtra - Buldhana,4,261591272.92260253,28,8,16,0,1
4510,Healthcare,Karnataka - Davangere,1,5277604.322325023,22,18,10,0,0
4511,AgriTech,Gujarat - Sabarkantha (Himmatnagar),1,78382791.44115315,25,13,5,0,0
4512,Gaming,Karnataka - Hassan,2,158544158.60740572,39,9,11,0,0
4513,Logistics,Delhi (NCT) - East Delhi,1,43041536.18015,4,5,16,0,0
4514,Gaming,Chhattisgarh - Surajpur  ,5,394381161.758191,17,11,4,1,1
4515,AgriTech,Assam - Dhubri,1,50910552.09110888,16,14,5,0,0
4516,DeepTech,Chhattisgarh - Korba,5,75245639.18344644,26,24,2,0,0
4517,Gaming,Daman and Diu (UT) - Diu,2,132134533.59310585,9,18,0,0,0
4518,Gaming,Madhya Pradesh - Vidisha,5,234281850.69997,42,18,17,1,1
4519,Travel & Tourism,Maharashtra - Bhandara,4,122686935.9053713,5,20,13,0,0
4520,DeepTech,Chhattisgarh - Mungeli,1,22713603.149928086,33,16,11,0,1
4521,DeepTech,Nagaland - Dimapur,3,131751826.42485082,46,4,11,0,1
4522,PropTech,Telangana - Bhadradri Kothagudem,3,170643871.89347786,57,19,10,0,0
4523,Manufacturing,Assam - Kamrup Metropolitan,5,353877793.4870955,36,5,18,1,1
4524,AgriTech,Delhi (NCT) - Central Delhi,2,99795794.56202255,54,2,2,0,0
4525,CleanEnergy,Gujarat - Chhota Udepur,5,180734982.35828155,31,17,1,1,0
4526,PropTech,Assam - Lakhimpur,5,262050293.34879166,40,4,21,0,1
4527,Retail,Telangana - Nirmal,5,211359794.90975454,49,6,6,1,0
4528,Automotive,Meghalaya - West Garo Hills,4,215597776.6780576,50,22,20,0,1
4529,PropTech,Nagaland - Mokokchung,4,202691389.03623623,31,18,22,0,1
4530,D2C Brands,Madhya Pradesh - Burhanpur,5,392006254.2192244,18,6,11,0,1
4531,Web3,Uttar Pradesh - Barabanki,2,103336985.65881135,20,20,18,0,0
4532,E-commerce,Uttar Pradesh - Balrampur,1,56827905.306942984,53,15,20,1,0
4533,Entertainment,Bihar - Jamui,3,215786535.60108733,32,1,12,0,1
4534,DeepTech,Odisha - Nuapada,4,293906383.0063771,18,17,18,0,1
4535,EdTech,Maharashtra - Gadchiroli,1,15565825.953749672,57,2,3,1,0
4536,Food & Beverage,Madhya Pradesh - Dindori,4,156141506.42294586,3,4,21,0,1
4537,Travel & Tourism,Gujarat - Porbandar,4,302830756.4228705,38,24,11,0,0
